date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
2014-09-05,429609.138278,1286.0,14256300.0,2.84,241196.0,2883.0,2.17109898,
2014-09-06,471282.832123,1129.0,13110700.0,2.98,221277.0,2851.99999999,1.84859525,
2014-09-07,2925777.85281,1104.0,13777400.0,2.9,70704.0,2982.0,1.65740856,
2014-09-08,133320.737087,866.0,13432500.0,2.78,89576.0,2777.0,1.201249,
2014-09-09,162419.895258,881.0,12872700.0,2.91,58552.0,2913.0,1.32691601,
2014-09-10,111944.028171,871.0,13508300.0,2.82,61808.0,2934.0,1.36250001,
2014-09-11,101039.086434,959.0,13101500.0,2.8,39876.0,3054.0,1.5308,
2014-09-12,170559.326122,954.0,13041200.0,2.85,64957.0,3064.0,1.33565959,
2014-09-13,129290.36115,977.0,13233400.0,2.87,85324.0,3276.0,1.65719273,
2014-09-14,157977.648066,933.0,13379600.0,2.8,93526.0,3129.0,1.4231,
2014-09-15,124270.290198,877.0,13008200.0,3.07,288266.0,3114.0,1.08718942,
2014-09-16,460809.828396,1037.0,14358700.0,3.33,130826.0,2879.0,3.14564631,
2014-09-17,273545.182062,843.0,15496100.0,3.75,574556.0,2816.0,2.06405034,
2014-09-18,2221406.93683,1436.0,17592300.0,3.87,438932.0,2755.0,3.77321443002,
2014-09-19,1880241.76262,1398.0,18024200.0,3.43,353146.0,2784.0,3.60728021002,
2014-09-20,1057240.73355,1535.0,15998300.0,3.18,211501.0,2787.99999998,3.66560855999,
2014-09-21,788204.520087,949.0,14832500.0,2.97,142460.0,2782.0,1.91810451001,
2014-09-22,248423.191766,834.0,13883800.0,3.36,138652.0,2798.0,1.3311,
2014-09-23,4000605.90047,1189.0,15705000.0,3.4,146543.0,2914.0,2.23221344,
2014-09-24,724584.178899,1273.0,15981900.0,3.34,74906.0,2809.0,3.92164063,
2014-09-25,459198.585558,1168.0,15629100.0,3.0,102167.0,2859.99999999,3.33147502,
2014-09-26,527400.391258,1143.0,14055000.0,2.89,99224.0,3015.0,2.86781835,
2014-09-27,434675.617714,1085.0,13511200.0,2.84,69607.0,3049.99999999,2.32399935,
2014-09-28,335573.262707,940.0,13315400.0,2.9,120161.0,3210.0,1.70390602,
2014-09-29,6503397.23552,1121.0,13597700.0,2.85,75316.0,2950.0,2.2142337,
2014-09-30,233922.006871,990.0,13412300.0,2.7,154649.0,2849.0,1.68607159,
2014-10-01,343717.66797,1086.0,12700400.0,2.46,223263.0,2798.0,2.08036564,
2014-10-02,331311.343227,1048.0,11578000.0,2.44,45955.0,3130.0,2.81212567,
2014-10-03,803754.255473,923.0,11461000.0,2.4,58977.0,3238.0,1.07634798,
2014-10-04,114778.010994,1015.0,11314000.0,2.24,55246.0,3370.0,1.28814121,
2014-10-05,127112.093919,956.0,10532900.0,2.25,54743.0,3428.0,2.38092586,
2014-10-06,513245.121427,991.0,10621800.0,2.25,51204.0,3957.0,1.11270039997,
2014-10-07,1304945.41731,1185.0,10621100.0,2.13,149260.0,3836.0,1.55420142,
2014-10-08,4151688.0339,1401.0,10013700.0,2.34,61348.0,4124.0,1.81700001007,
2014-10-09,2289940.37345,1922.0,11026600.0,2.4,107387.0,3664.0,2.66071999999,
2014-10-10,8661326.96399,1380.0,11325100.0,2.24,63434.0,3711.99999999,1.46683942006,
2014-10-11,10924659.1805,1322.0,10585800.0,2.17,103367.0,3544.0,1.7489,
2014-10-12,20629081.4301,1164.0,10251400.0,2.14,90788.0,3394.0,2.25841011001,
2014-10-13,13252159.7527,1108.0,10100600.0,2.57,136242.0,3659.0,1.31449593007,
2014-10-14,27463121.1376,1201.0,12198800.0,2.06,218533.0,3363.0,1.44488540999,
2014-10-15,16139771.9059,1389.0,9824590.0,2.07,87647.0,3853.0,1.66600691989,
2014-10-16,744480.776466,1238.0,9846070.0,2.18,104953.0,3858.0,6.10004589,
2014-10-17,106254255.829,1669.0,10347500.0,2.27,82247.0,3689.0,1.69310900046,
2014-10-18,13008110.287,1354.0,10828300.0,2.29,40729.0,3672.0,4.04430749996,
2014-10-19,22883924.5553,1195.0,10921900.0,2.27,41570.0,3990.0,2.36274174008,
2014-10-20,76889192.8956,1257.0,10792100.0,2.11,111213.0,3887.0,401.515,
2014-10-21,15077772.6688,1295.0,10034800.0,2.08,70427.0,3738.0,3.40619925003,
2014-10-22,13543357.593,1665.0,9888470.0,2.07,100270.0,4053.0,3.55774648005,
2014-10-23,6050475.8911,1423.0,9884060.0,2.11,50299.0,4079.0,3.48012085003,
2014-10-24,2954377.66244,1273.0,10052600.0,2.04,61719.0,3817.0,4.87019884003,
2014-10-25,916796.100005,1222.0,9697730.0,1.92,40232.0,3657.0,8.98770002002,
2014-10-26,435630.860808,1129.0,9181280.0,1.93,40296.0,3827.0,4.29312438001,
2014-10-27,306604.388546,1160.0,9228950.0,1.91,31037.0,3803.0,5.32915856,
2014-10-28,446758.402805,1090.0,9221770.0,1.9,33227.0,4455.0,2.26731431999,
2014-10-29,278199.273807,1040.0,9097940.0,1.61,135790.0,4244.0,2.42393567001,
2014-10-30,383304.490338,1305.0,7731250.0,1.79,90240.0,3835.0,2.50341768,
2014-10-31,191912.127212,1127.0,8565990.0,1.79,53915.0,4085.0,2.19987768,
2014-11-01,325919.054699,1106.0,8623210.0,1.67,32686.0,3668.0,4.27529002016,
2014-11-02,155706.529119,1081.0,8040050.0,1.66,41301.0,3433.99999999,2.89676102,
2014-11-03,148949.628848,1011.0,7996890.0,1.63,38374.0,3367.0,3.76073001,
2014-11-04,158357.04223,958.0,7836300.0,1.65,67425.0,3278.0,2.25260001,
2014-11-05,228547.761794,867.0,7955980.0,1.75,61099.0,3217.0,1.1145,
2014-11-06,355153.546088,1064.0,8460600.0,1.99,82374.0,3553.0,3.81348018,
2014-11-07,475314.946438,1139.0,9635590.0,2.13,383517.0,3850.0,2.83698,
2014-11-08,905273.871503,1565.0,10305200.0,2.73,310275.0,3480.0,5.76918913,
2014-11-09,1182336.26533,1440.0,13233100.0,2.99,375396.0,3195.99999999,8.29045602002,
2014-11-10,664083.918251,1417.0,14455600.0,2.53,311577.0,2792.0,6.62753946001,
2014-11-11,423530.41973,1507.0,12292600.0,2.43,193795.0,2782.0,6.99413268,
2014-11-12,166117.459444,1071.0,11786600.0,2.64,229563.0,2785.99999999,1.86768675,
2014-11-13,313482.648928,1181.0,12889400.0,2.58,108337.0,2838.99999999,2.4293,
2014-11-14,128787.629225,1196.0,12427100.0,2.41,106611.0,2798.99999999,2.07114115,
2014-11-15,542009.366951,1231.0,11770700.0,2.49,83032.0,2808.0,1.48567824,
2014-11-16,461745.592029,1187.0,12072000.0,2.74,135202.0,2749.99999999,1.39940000001,
2014-11-17,315145.774431,1190.0,13283300.0,2.33,225043.0,2752.0,2.58240010999,
2014-11-18,1556034.50961,1498.0,11318600.0,2.36,217493.0,2801.99999999,10.78440553,
2014-11-19,534133.322857,1202.0,11515900.0,2.38,87226.0,2763.0,4.07005189,
2014-11-20,720182.814832,1155.0,11543700.0,2.26,111780.0,2857.99999999,3.0229573,
2014-11-21,1599566.11842,1371.0,11033900.0,2.22,52991.0,2786.0,2.93543656,
2014-11-22,1410458.58919,1276.0,10836200.0,2.26,56526.0,2789.99999999,1.97320925999,
2014-11-23,196249.928528,1159.0,11007000.0,2.31,52642.0,2849.0,1.48611603001,
2014-11-24,1516770.36331,1015.0,11219600.0,2.32,59481.0,2770.99999999,1.11942448999,
2014-11-25,3679512.99433,1152.0,11270300.0,2.37,59745.0,2823.0,1.54036000997,
2014-11-26,2794983.61497,1419.0,11580000.0,2.36,98080.0,2951.99999999,3.87659324001,
2014-11-27,337264.961912,1714.0,11715200.0,2.32,85433.0,2836.99999998,4.35940537,
2014-11-28,3470990.16121,1642.0,11398800.0,2.38,46759.0,2885.0,2.93370212999,
2014-11-29,121868.386595,1363.0,11650000.0,2.37,57108.0,3178.99999999,2.94918445,
2014-11-30,10033132.8903,1513.0,11762700.0,2.39,43116.0,2852.99999999,5.59890161997,
2014-12-01,131787.988622,1805.0,11682300.0,2.37,46362.0,3020.99999992,5.75379794,
2014-12-02,126238.775415,1342.0,11572600.0,2.43,93651.0,3056.99999997,5.308398,
2014-12-03,352545.042251,1301.0,11919100.0,2.43,78398.0,3021.99999998,3.12118161999,
2014-12-04,6133347.16855,1631.0,11960500.0,2.33,72131.0,2908.99999997,4.1647935,
2014-12-05,5900586.20014,1238.0,11434000.0,2.37,53824.0,2834.99999999,2.51410000001,
2014-12-06,312993.289374,1159.0,11636200.0,2.35,50201.0,2929.99999999,2.03606014001,
2014-12-07,4254708.82274,1985.0,11614600.0,2.37,64326.0,2826.99999991,2.92269258,
